L,Rm,Q,phi,Rct,Cdl,Rt,O2 stoi
9.354319312535933e-10,0.0009889917979809249,1.0818926518543603,0.7771848801331267,0.003474176228683833,3.3925947419843125,0.004957710067877894,1.8
8.183787081773503e-10,0.0009194702336486633,1.1449292813284948,0.7489222235175351,0.003781457017023808,3.666424873161967,0.00498281497279433,1.8
3.654680310895362e-10,0.0009721800488269477,1.292755192123262,0.6488760290977778,0.004542951126259338,3.9731177997954177,0.004612528001969592,1.8
7.698400475259771e-10,0.000821453833885462,0.8971514233776641,0.732973877581492,0.0031818266484531675,3.0701538126715557,0.005397423542926436,1.8
7.641966478582838e-12,0.0002026320204345501,2.139300414416064,0.7449029842608729,0.002750036427051235,8.88246722003899,0.004853137285524022,1.8
7.937552194870044e-10,0.0005657947951006549,1.3808590568438035,0.9667541677293412,0.0017783617249524683,4.803747577173389,0.009584956236309727,1.8
4.5647670775813554e-10,0.0017602018087836836,2.1960516922125413,0.9108350646246144,0.002086530312401889,4.658718991272792,0.005724685406401606,1.8
9.121365105826866e-10,0.0010661992554138423,1.0523011468601935,0.7448132229866575,0.002706433230837235,9.998867900478565,0.0062642083488940676,1.8
8.695954262539789e-10,0.0012685936716397373,2.0849666323517866,0.6367663999953536,0.00497004333203181,6.3408365754629825,0.004116903400146926,1.8
7.496128473880293e-10,0.0011502311150632589,0.8074611637805563,0.7615968741051035,0.006281927967864511,4.328583412308473,0.003460236092987992,1.8
4.182626281279409e-10,7.121250281556812e-05,1.0642320022400655,0.6418095996268274,0.0018084636334105288,4.386314075020039,0.00457881422224645,1.8
1.9959791550851872e-10,0.0017419110446492887,2.0664884784078605,0.6639505143483169,0.003703717721263072,5.8887064105507685,0.003825357563649619,1.8
3.3164256225488984e-10,0.0014656165117008745,2.0815690358660524,0.9637731353547354,0.003821959091372832,4.310708442689358,0.009076883976825168,1.8
6.956125682067356e-10,0.0005841762823025676,0.6336782933391475,0.7321611826570932,0.0014870058083722912,5.5244624227308865,0.004988699086283701,1.8
2.9055955249278073e-10,0.0011914518395866325,0.5950890064040165,0.6261155501463611,0.0018451664929124906,5.357435102280878,0.00855963666839545,1.8
5.003528148430133e-10,0.0012379302272687855,0.6902713099620742,0.6208982395271607,0.006698992422134015,4.53786484724411,0.004489392583982071,1.8
5.928371010242694e-10,0.0006007536807856938,1.989112907090961,0.6946163113820834,0.0016238640377015715,9.74543635625467,0.0048519245691223505,1.8
1.1205835717024262e-10,0.0013288781114891048,1.0479172332170292,0.629446877965516,0.003823291907548532,3.292782964312427,0.0035732027791572593,1.8
9.352492685342712e-11,0.0004296365660531025,1.2043716058364506,0.7351636730514151,0.004129563757025829,3.1452991756544786,0.005673380756099424,1.8
7.015652054595484e-11,0.0006436406293837001,1.9056163073498609,0.9229108497429028,0.0029984259842088337,9.86276000377861,0.009489154069578213,1.8
4.28312805965908e-10,0.0005419470631359878,0.6622902960528335,0.7735191930747778,0.005659750784217106,8.973849143729295,0.005009835239329124,1.8
6.01889750956574e-10,0.0009727407175521432,1.169134795064923,0.9535328218300008,0.0015508110723714726,10.159859535607012,0.0045728910339611776,1.8
6.19408298119617e-10,0.0001852649365757715,1.0188456865815958,0.907003421109408,0.0057669685813752,2.5523392643618656,0.00945494510531039,1.8
8.636473790851271e-10,0.0005704790641712818,0.645978640137435,0.9202502488676756,0.0027688969251925323,3.705655415691052,0.005553272096813253,1.8
5.436376714598753e-10,0.0012034381539527206,1.2062032873521584,0.6433377830131191,0.004349940332201681,2.9321293535807027,0.00934486348067597,1.8
4.69968561620237e-10,0.0009944782162343358,0.6185788032673482,0.9017292207149884,0.002762302040251677,5.699546567461275,0.00944839666999133,1.8
1.770669004962711e-10,0.0006208161239440587,0.7502919287213873,0.6986018517130202,0.004011206648908576,3.7398685921177193,0.005155126334604872,1.8
2.331717774003312e-10,0.001322850824497775,1.1175407401357271,0.9503470963159592,0.002940367499504341,3.606710670722793,0.00589371922542687,1.8
7.642995217961622e-10,0.0013655244602436413,1.1417598809923348,0.7335646260762685,0.0031313564177107077,2.934335357008745,0.0044171545118862725,1.8
9.82062255165359e-10,0.0013168509882331312,2.1902800625156416,0.7580886147784998,0.005051370574262829,4.795268804643107,0.004396915799752676,1.8
4.7756755262160134e-11,0.00042833045112206005,1.9574722317037765,0.9616058949266454,0.005918167140231842,6.104814679110932,0.0090196726182686,1.8
6.06043452125671e-11,0.0011425492943453065,2.025351813138374,0.9631946219448522,0.007058188588983392,5.7599884331278695,0.0038244743604066845,1.8
1.8471443867623772e-10,0.00115481241328891,1.9438218053387424,0.953376657932695,0.0053132884541174435,3.7169070493987633,0.006478744435454578,1.8
5.159922047116684e-10,0.0009056342969618553,1.0484866241553306,0.7384342834248562,0.0027165899188502816,4.217260840169414,0.0035289615543036344,1.8
7.683323176734445e-10,0.0012596653285155694,0.9774057808687472,0.6549929075755835,0.0031968631866407323,6.75630738717685,0.004388600461146244,1.8
2.0903559052196095e-10,0.001478142686736358,1.4252317378625037,0.7496790656540933,0.0051826668092158044,5.680494810440731,0.00494509307134129,1.8
9.535773079296388e-11,0.0001053327963135319,1.0664694396029275,0.7044236921529959,0.003973957681636524,6.27726842251242,0.0031208934539891185,1.8
4.6437559932661206e-10,0.0006115277883169918,0.5470142493215681,0.9321962022630272,0.004258119523947773,3.7400558531674863,0.00989637247790547,1.8
5.001636036329806e-10,0.0001300834203269085,1.1853332084205954,0.9157461344097904,0.0021647122517960905,9.431803965798004,0.006450561871902874,1.8
6.441814407338233e-10,0.001397774753228415,0.6979459961599896,0.6976919426933472,0.007225417820072991,4.0288110085249045,0.004690345679966143,1.8
9.630872252410305e-10,9.365292572238944e-05,1.9858570875155463,0.6327852626851255,0.0023121857528010377,3.4402371893371164,0.005429487291447614,1.8
7.656407820675627e-11,0.0017014990868573655,0.8066110258289225,0.945254621552284,0.002529076083412689,5.916080978319253,0.002554691782125907,1.8
9.408823582448674e-10,0.0008010520749824522,2.030102604664965,0.7947752864813838,0.0025995332464355154,9.166165524329491,0.002125753154989562,1.8
5.039856814112369e-10,0.0009465245358022654,1.2097519019775145,0.6260209274252816,0.005847273889170364,3.95902506045432,0.009798794235424712,1.8
2.0111940129254257e-10,0.00098150230336817,1.1108446959903933,0.7033451064377461,0.001443870366585102,9.002976434098406,0.004387226559458895,1.8
1.5999775610917746e-11,0.0004954466317134963,2.078327655804283,0.7974697473018152,0.0025577830796462224,6.587415922107378,0.008259263855099792,1.8
1.561032714885114e-10,5.165988416142573e-05,1.4406865185883044,0.7461971788750379,0.0034807717602328577,9.375055364171923,0.004356140769730863,1.8
8.580041848794079e-10,0.0005775613331215298,1.1959475754544204,0.7130989188072102,0.00601872191092404,3.206731847795043,0.004350426331662103,1.8
2.8694252769759513e-10,0.0009598405753931461,2.109711973180151,0.6944248393178364,0.005945491296548428,9.02804198532704,0.0069407900511494645,1.8
3.515288890715588e-10,0.00017333619116735783,0.5442558109116494,0.7283016497943343,0.00533902955841896,4.896184977974436,0.0044231628591594975,1.8
1.5483752006873178e-11,0.001005883655177333,0.6131763612703204,0.6535063641255646,0.0017303240331871385,5.6611308049359925,0.006760561311584143,1.8
7.95790809270702e-10,0.0006142826709127009,1.2368072128673135,0.9258017975608214,0.004348017250608594,6.288079215474291,0.003980081650774461,1.8
3.922654166509185e-10,0.00016541991179835758,1.1665461769721968,0.6482147490489726,0.003727511276584533,8.877570598553886,0.0037428361846401116,1.8
3.5060006053791035e-10,0.0018654592455402048,0.8892861722363978,0.8078549224080834,0.00595370838250712,6.032097489128402,0.005793338966285518,1.8
4.852893919478106e-10,0.0017085763998279028,1.9801144834238864,0.6344293395768268,0.003530521984414628,4.197803109830401,0.004176199118977642,1.8
9.42546660684213e-11,0.0020267590422761435,0.7350575093665964,0.7086917920799672,0.002039965864235247,3.7282055626956367,0.005296415943365716,1.8
9.025674998298701e-10,0.001357951815792071,1.4553862681811665,0.9285917519345562,0.0016666089894518882,8.919382222008105,0.008489251105244244,1.8
5.122799371027767e-10,6.452138087668376e-05,1.2518676042911197,0.6917101188654672,0.0017417610751542007,2.7665418491407756,0.005165370917175407,1.8
2.60284666999845e-10,0.0006963127769856976,0.7358135733849289,0.7627021632240979,0.0019898518864364728,9.380744644116128,0.010143260321036036,1.8
9.588011824510244e-10,0.0012638923558375148,0.9880682490205724,0.6522470979327162,0.004690587130440875,6.413491933807538,0.004263847439997551,1.8
1.3627854547006092e-10,0.001668277821097668,2.154734634418796,0.9250204144417248,0.0020263033609973485,4.186280171994054,0.0058440320824311364,1.8
3.7886692567422283e-10,0.0008240607477206201,2.042580897911397,0.6393485994541742,0.002015242762358746,9.263230855986423,0.004781015510626814,1.8
4.735611378353004e-10,0.0009593034885856932,1.0611932941330495,0.7317616806328275,0.0028193656150403137,5.60872097315262,0.005893424446146242,1.8
3.937497108910559e-10,0.0003919751903360955,0.6365707723623473,0.6620985694772379,0.002970240251305121,5.982411485375898,0.005310853898113613,1.8
3.738075578056335e-11,0.0015897851307856714,1.1132970599592806,0.6269732642815601,0.0023267121747401497,5.05101076078226,0.0031423695109241857,1.8
5.616301926930645e-10,0.0018100723973096292,1.9141650571668904,0.9061149721940812,0.005064621037927353,3.898517203473721,0.005464186197342641,1.8
6.659991656212268e-10,0.0012064947046321946,0.902719987010078,0.6826461127002355,0.002408493039056381,9.069088513514213,0.0025080688228299878,1.8
3.5790437047102983e-10,0.0010319979186961992,0.5653992475321076,0.7496131090749881,0.0028520655423184987,4.681744761230664,0.0035315207305170993,1.8
8.006945998334543e-10,0.0003162811842803324,1.2479446037743296,0.939072554288118,0.0023039519853299746,3.4871597450667955,0.002412406083832493,1.8
